hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,ah5Ghc,Jn12ke src
https://www.google.com/maps/place/St+Margaret+Mary+Church/data=!4m7!3m6!1s0x52b333bc20892705:0x3eb60429d0ece588!8m2!3d45.0011003!4d-93.3219155!16s%2Fg%2F1td60clg!19sChIJBSeJILwzs1IRiOXs0CkEtj4?authuser=0&hl=en&rclk=1,St Margaret Mary Church,4.8,-18,Catholic church,Â·,î¤´,Â·,2323 Zenith Ave N,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqUGACVn6cz1QlQiCOUEdySs8elZphpe610x4seA04VAl6_3o99n5G1X5LkG-6CwPsw1H9iCWKzG1US9NHu0a_3vmU_x8LZMjmBhKe5sq3J7WP1O8tzagycecg29M6CQIjCQQsv=w80-h142-k-no,"""Well maintained Catholic",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Edina+Community+Lutheran+Church+%28ELCA%29/data=!4m7!3m6!1s0x87f626ce210202db:0x5000aca4169025ab!8m2!3d44.90505!4d-93.3321807!16s%2Fg%2F1tq6f11g!19sChIJ2wICIc4m9ocRqyWQFqSsAFA?authuser=0&hl=en&rclk=1,Edina Community Lutheran Church (ELCA),3.6,-49,Lutheran church,Â·,î¤´,Â·,4113 W 54th St,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noShqa3UiW0MfhfboaaB46_aFpjE87WmUZKrmN_AlmGgF42vZhB8e_3Y6MtafRqkhWnPTWuN07ciONxiF4J8lZPqqRlbrXaCdCE0ebKfvGikqvfA4iqs6JQGJWnT9pcN-03z0j6ug=w80-h106-k-no,"""This",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Westview+Church/data=!4m7!3m6!1s0x52b335503d77606f:0x740615d47b3b137d!8m2!3d45.0186876!4d-93.3715622!16s%2Fg%2F11j2xkvpvz!19sChIJb2B3PVA1s1IRfRM7e9QVBnQ?authuser=0&hl=en&rclk=1,Westview Church,5,-11,Church,Â·,î¤´,Â·,3415 Louisiana Ave N,Closed,â‹… Opens 8â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipNo_CFlAThZov68nrPULIaiYBMvz7eATxcGxe4B=w122-h92-k-no,"""Westview",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/The+Vine/data=!4m7!3m6!1s0x87f620c819ffdf2f:0x3097d75dc29d279b!8m2!3d44.9373052!4d-93.3766183!16s%2Fg%2F11c2y17cnj!19sChIJL9__Gcgg9ocRmyedwl3XlzA?authuser=0&hl=en&rclk=1,The Vine,5,-1,Wesleyan church,Â·,î¤´,Â·,3639 Quebec Ave S,Closed,â‹… Opens 5â€¯PM Sun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hzvjaku5TlJv10tNX079Jw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=15.281774&pitch=0&thumbfov=100,,
https://www.google.com/maps/place/St.+David%E2%80%99s+Episcopal+Church/data=!4m7!3m6!1s0x87f61fdb7d81289d:0x226e973cb150f309!8m2!3d44.9406536!4d-93.444668!16s%2Fg%2F1tdfj77k!19sChIJnSiBfdsf9ocRCfNQsTyXbiI?authuser=0&hl=en&rclk=1,St. Davidâ€™s Episcopal Church,5,-9,Church,Â·,î¤´,Â·,13000 St Davids Rd,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq8wSjtIA-yDBcGDLNZAQzaNN90Q6a4e5sAq5ocgkiRYvUuaWaxafrwt3d4_TgDlrPrjk5vOW4RJxQk3IpMEiSNGymavwCk5XDcjO_Fx5GRcHpzTFCl9X8hCQWfo1CcbqyRd6rh=w122-h92-k-no,"""Beautiful accepting positive.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/St+Peter%27s+AME+Church/data=!4m7!3m6!1s0x87f627c4c674ab31:0x5435a61b28b9dca5!8m2!3d44.9285372!4d-93.2697463!16s%2Fg%2F1tf1c9fw!19sChIJMat0xsQn9ocRpdy5KBumNVQ?authuser=0&hl=en&rclk=1,St Peter's AME Church,4.7,-20,Protestant church,Â·,î¤´,Â·,401 E 41st St,Closed,â‹… Opens 10â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no3vGnFpY3gSMOhZJ7bZpemfkO65y7Ujo9a6e1y56jZLkwvXGOn7LVdKRacJTQn8kNqjEoO2_-gX5aFHaRTtGdU5Wps4IciSp3_o3zigHs1TD5pmFIQYZ3HeK_KZL9DP8gUazti=w80-h106-k-no,"""Great community work being done here!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Minnesota+Church+Center/data=!4m7!3m6!1s0x52b332c7ef81923f:0x4c20f2f8c7933fcc!8m2!3d44.963302!4d-93.2804738!16s%2Fg%2F11fp3xfgnw!19sChIJP5KB78cys1IRzD-Tx_jyIEw?authuser=0&hl=en&rclk=1,Minnesota Church Center,4.6,-14,Community center,Â·,î¤´,Â·,122 W Franklin Ave,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mS1L4NnlKWNd0kY5R5Vcrg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=239.45067&pitch=0&thumbfov=100,"""Parking was easy and free lot.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Antioch+Community+Church+in+Minneapolis/data=!4m7!3m6!1s0x52b32d7f8b0f21b9:0xa558fff3babc9f38!8m2!3d44.9864875!4d-93.2629138!16s%2Fg%2F1thd69w1!19sChIJuSEPi38ts1IROJ-8uvP_WKU?authuser=0&hl=en&rclk=1,Antioch Community Church in Minneapolis,4.4,-23,Christian church,Â·,î¤´,Â·,"DeLaSalle High School, 1 De La Salle Dr",Closed,â‹… Opens 10â€¯AM Sun,https://lh3.googleusercontent.com/p/AF1QipNYRRogvcKhlgxGXyHFQCUyahtMlymHgEKrIpdY=w163-h92-k-no,"""A very warm welcoming faith environment!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/All+Saints+Lutheran+Church/data=!4m7!3m6!1s0x87f61e8cde73adb9:0xce5d47e521a9132f!8m2!3d44.903204!4d-93.4823509!16s%2Fg%2F1vd95nn6!19sChIJua1z3owe9ocRLxOpIeVHXc4?authuser=0&hl=en&rclk=1,All Saints Lutheran Church,4.6,-18,Lutheran church,Â·,î¤´,Â·,15915 Excelsior Blvd,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipPiAsmaf91mk_YYEkxeNwrME4iQDHgfEN0PhgSi=w138-h92-k-no,,
https://www.google.com/maps/place/St+George%27s+Episcopal+Church/data=!4m7!3m6!1s0x87f620a9aa00496f:0x65c3b9dcd7cee9fa!8m2!3d44.9486385!4d-93.3464774!16s%2Fg%2F1td0nl50!19sChIJb0kAqqkg9ocR-unO19y5w2U?authuser=0&hl=en&rclk=1,St George's Episcopal Church,4.8,-12,Episcopal church,Â·,î¤´,Â·,5224 Minnetonka Blvd,Closed,â‹… Opens 8:30â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipNEAGEEI8EXKhbg_c6ov1viYuEUv6z5oYOJWWPX=w133-h92-k-no,"""Friendly faith based people, amazing music!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Lake+Harriet+United+Methodist+Church/data=!4m7!3m6!1s0x87f626d8bb19660b:0xa3a2dde61710efc3!8m2!3d44.9139209!4d-93.3248144!16s%2Fg%2F1wg5ykmk!19sChIJC2YZu9gm9ocRw-8QF-bdoqM?authuser=0&hl=en&rclk=1,Lake Harriet United Methodist Church,4.6,-13,United Methodist church,Â·,î¤´,Â·,4901 Chowen Ave S,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqncR5Rlu0HBgTzcFdwfqGuK6XIlOEDrWu-PEhC6nonT6s9XJrHl3BQB7_9F0WhXpJv_RrawsB3_ezmQDxuOCCaBXsi_5jH2aW527ifLELIIKgPTbxrkaorBKj0MNt_r5gCLAVpCA=w122-h92-k-no,"""Everyone involved worked so hard and did a spectacular job!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
